tag,sentence,,,,,
O,on,,,,,
O,25,,,,,
O,May,,,,,
O,2016,,,,,
O,agreed,,,,,
O,to,,,,,
O,sell,,,,,
O,their,,,,,
O,shares.,,,,,
O,EL5294,,,,,
O,(,,,,,
O,Garema,,,,,
O,),,,,,
O,",",,,,,
O,located,,,,,
O,25,,,,,
O,km,,,,,
O,southwest,,,,,
O,of,,,,,
O,Forbes,,,,,
O,",",,,,,
O,prospective,,,,,
O,These,,,,,
O,holdings,,,,,
O,total,,,,,
O,9,,,,,
O,",",,,,,
O,428,,,,,
O,",",,,,,
O,409,,,,,
O,shares.,,,,,
O,The,,,,,
O,Facility,,,,,
O,closed,,,,,
O,at,,,,,
O,5pm,,,,,
O,for,,,,,
O,gold.,,,,,
O,(,,,,,
O,AEST,,,,,
O,),,,,,
O,on,,,,,
O,Monday,,,,,
O,18,,,,,
O,July,,,,,
O,2016.,,,,,
O,EL5307,,,,,
O,(,,,,,
O,Bogan,,,,,
O,Gate,,,,,
O,West,,,,,
O,),,,,,
O,",",,,,,
O,located,,,,,
O,45,,,,,
O,km,,,,,
O,west,,,,,
O,of,,,,,
O,Parkes,,,,,
O,",",,,,,
O,There,,,,,
O,were,,,,,
O,no,,,,,
O,other,,,,,
O,significant,,,,,
O,changes,,,,,
O,in,,,,,
O,the,,,,,
O,state,,,,,
O,of,,,,,
O,affairs,,,,,
O,of,,,,,
O,the,,,,,
O,prospective,,,,,
O,for,,,,,
O,gold,,,,,
O,and,,,,,
O,base,,,,,
O,metals.,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,during,,,,,
O,the,,,,,
O,financial,,,,,
O,year.,,,,,
O,Corporate,,,,,
O,Matters,,,,,
O,subsequent,,,,,
O,to,,,,,
O,the,,,,,
O,end,,,,,
O,of,,,,,
O,the,,,,,
O,financial,,,,,
O,year,,,,,
O,During,,,,,
O,the,,,,,
O,reporting,,,,,
O,period,,,,,
O,:,,,,,
O,Events,,,,,
O,after,,,,,
O,the,,,,,
O,reporting,,,,,
O,period,,,,,
O,of,,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,include,,,,,
O,:,,,,,
O,Alliance,,,,,
O,issued,,,,,
O,16,,,,,
O,",",,,,,
O,357,,,,,
O,",",,,,,
O,354,,,,,
O,ordinary,,,,,
O,shares,,,,,
O,resulting,,,,,
O,from,,,,,
O,the,,,,,
O,Alliance,,,,,
O,was,,,,,
O,granted,,,,,
O,exploration,,,,,
O,licence,,,,,
O,25/2572,,,,,
O,(,,,,,
O,Gundockerta,,,,,
O,exercise,,,,,
O,of,,,,,
O,unlisted,,,,,
O,options,,,,,
O,with,,,,,
O,an,,,,,
O,expiry,,,,,
O,date,,,,,
O,of,,,,,
O,30,,,,,
O,September,,,,,
O,South,,,,,
O,),,,,,
O,",",,,,,
O,located,,,,,
O,72,,,,,
O,km,,,,,
O,east,,,,,
O,of,,,,,
O,Kalgoorlie,,,,,
O,in,,,,,
O,Western,,,,,
O,Australia.,,,,,
O,2015,,,,,
O,(,,,,,
O,417,,,,,
O,",",,,,,
O,173,,,,,
O,",",,,,,
O,773,,,,,
O,ordinary,,,,,
O,shares,,,,,
O,currently,,,,,
O,on,,,,,
O,issue,,,,,
O,),,,,,
O,.,,,,,
O,The,,,,,
O,Company,,,,,
O,recently,,,,,
O,received,,,,,
O,tax,,,,,
O,advice,,,,,
O,from,,,,,
O,its,,,,,
O,advisors,,,,,
O,that,,,,,
O,it,,,,,
O,On,,,,,
O,11,,,,,
O,September,,,,,
O,2015,,,,,
O,",",,,,,
O,a,,,,,
O,general,,,,,
O,meeting,,,,,
O,of,,,,,
O,Alliance,,,,,
O,shareholders,,,,,
O,will,,,,,
O,be,,,,,
O,able,,,,,
O,to,,,,,
O,utilise,,,,,
O,its,,,,,
O,carry,,,,,
O,forward,,,,,
O,tax,,,,,
O,losses,,,,,
O,to,,,,,
O,offset,,,,,
O,the,,,,,
O,tax,,,,,
O,was,,,,,
O,held,,,,,
O,and,,,,,
O,approved,,,,,
O,resolutions,,,,,
O,for,,,,,
O,(,,,,,
O,1,,,,,
O,),,,,,
O,Disposal,,,,,
O,of,,,,,
O,the,,,,,
O,main,,,,,
O,gain,,,,,
O,made,,,,,
O,on,,,,,
O,the,,,,,
O,sale,,,,,
O,of,,,,,
O,its,,,,,
O,interest,,,,,
O,in,,,,,
O,the,,,,,
O,Four,,,,,
O,Mile,,,,,
O,Uranium,,,,,
O,undertaking,,,,,
O,",",,,,,
O,being,,,,,
O,the,,,,,
O,sale,,,,,
O,of,,,,,
O,ACE,,,,,
O,’,,,,,
O,s,,,,,
O,interest,,,,,
O,in,,,,,
O,the,,,,,
O,Four,,,,,
O,Mile,,,,,
O,Project,,,,,
O,as,,,,,
O,it,,,,,
O,satisfied,,,,,
O,the,,,,,
O,company,,,,,
O,loss,,,,,
O,recoupment,,,,,
O,test,,,,,
O,at,,,,,
O,30,,,,,
O,June,,,,,
O,Uranium,,,,,
O,Project,,,,,
O,",",,,,,
O,and,,,,,
O,(,,,,,
O,2,,,,,
O,),,,,,
O,Return,,,,,
O,of,,,,,
O,Capital.,,,,,
O,Refer,,,,,
O,to,,,,,
O,ASX,,,,,
O,2016,,,,,
O,",",,,,,
O,being,,,,,
O,the,,,,,
O,continuity,,,,,
O,of,,,,,
O,ownership,,,,,
O,test.,,,,,
O,announcements,,,,,
O,dated,,,,,
O,11,,,,,
O,August,,,,,
O,2015,,,,,
O,",",,,,,
O,11,,,,,
O,September,,,,,
O,2015,,,,,
O,and,,,,,
O,18,,,,,
O,September,,,,,
O,2015.,,,,,
O,ANNUAL,,,,,
O,REPORT,,,,,
O,2016,,,,,
O,7Directors',,,,,
O,report,,,,,
O,The,,,,,
O,Company,,,,,
O,applied,,,,,
O,for,,,,,
O,its,,,,,
O,full,,,,,
O,entitlement,,,,,
O,for,,,,,
O,2,,,,,
O,",",,,,,
O,200,,,,,
O,",",,,,,
O,000,,,,,
O,ordinary,,,,,
O,return,,,,,
O,to,,,,,
O,shareholders,,,,,
O,approximately,,,,,
O,one,,,,,
O,third,,,,,
O,of,,,,,
O,the,,,,,
O,Company,,,,,
O,’,,,,,
O,s,,,,,
O,shares,,,,,
O,@,,,,,
O,$0.24,,,,,
O,(,,,,,
O,$52,,,,,
O,",",,,,,
O,800,,,,,
O,),,,,,
O,plus,,,,,
O,1,,,,,
O,free,,,,,
O,attaching,,,,,
O,New,,,,,
O,Option,,,,,
O,for,,,,,
O,cash,,,,,
O,reserves,,,,,
O,",",,,,,
O,while,,,,,
O,leaving,,,,,
O,sufficient,,,,,
O,cash,,,,,
O,for,,,,,
O,exploration,,,,,
O,working,,,,,
O,every,,,,,
O,3,,,,,
O,New,,,,,
O,Shares,,,,,
O,pursuant,,,,,
O,to,,,,,
O,the,,,,,
O,recent,,,,,
O,A1,,,,,
O,Gold,,,,,
O,Renounceable,,,,,
O,capital,,,,,
O,and,,,,,
O,acquisition,,,,,
O,opportunities,,,,,
O,in,,,,,
O,the,,,,,
O,resource,,,,,
O,sector.,,,,,
O,Entitlement,,,,,
O,Offer,,,,,
O,Prospectus,,,,,
O,dated,,,,,
O,9,,,,,
O,August,,,,,
O,2016.,,,,,
O,No,,,,,
O,other,,,,,
O,matter,,,,,
O,or,,,,,
O,circumstance,,,,,
O,has,,,,,
O,arisen,,,,,
O,since,,,,,
O,30,,,,,
O,June,,,,,
O,2016,,,,,
O,Subsequent,,,,,
O,to,,,,,
O,year,,,,,
O,end,,,,,
O,",",,,,,
O,a,,,,,
O,service,,,,,
O,agreement,,,,,
O,was,,,,,
O,signed,,,,,
O,with,,,,,
O,the,,,,,
O,that,,,,,
O,has,,,,,
O,significantly,,,,,
O,affected,,,,,
O,",",,,,,
O,or,,,,,
O,may,,,,,
O,significantly,,,,,
O,affect,,,,,
O,the,,,,,
O,Managing,,,,,
O,Director,,,,,
O,which,,,,,
O,includes,,,,,
O,the,,,,,
O,issuance,,,,,
O,of,,,,,
O,share,,,,,
O,options,,,,,
O,to,,,,,
O,consolidated,,,,,
O,entity's,,,,,
O,operations,,,,,
O,",",,,,,
O,the,,,,,
O,results,,,,,
O,of,,,,,
O,those,,,,,
O,operations,,,,,
O,",",,,,,
O,acquire,,,,,
O,fully,,,,,
O,paid,,,,,
O,ordinary,,,,,
O,shares,,,,,
O,in,,,,,
O,the,,,,,
O,Company,,,,,
O,subject,,,,,
O,to,,,,,
O,the,,,,,
O,or,,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity's,,,,,
O,state,,,,,
O,of,,,,,
O,affairs,,,,,
O,in,,,,,
O,future,,,,,
O,financial,,,,,
O,years.,,,,,
O,provisions,,,,,
O,of,,,,,
O,the,,,,,
O,Company's,,,,,
O,Employee,,,,,
O,Share,,,,,
O,Option,,,,,
O,Plan,,,,,
O,(,,,,,
O,ESOP,,,,,
O,),,,,,
O,.,,,,,
O,Likely,,,,,
O,developments,,,,,
O,and,,,,,
O,expected,,,,,
O,results,,,,,
O,of,,,,,
O,operations,,,,,
O,The,,,,,
O,Options,,,,,
O,will,,,,,
O,be,,,,,
O,allocated,,,,,
O,in,,,,,
O,four,,,,,
O,(,,,,,
O,4,,,,,
O,),,,,,
O,tranches,,,,,
O,",",,,,,
O,as,,,,,
O,follows,,,,,
O,:,,,,,
O,Information,,,,,
O,on,,,,,
O,likely,,,,,
O,developments,,,,,
O,in,,,,,
O,the,,,,,
O,operations,,,,,
O,of,,,,,
O,the,,,,,
O,i.,,,,,
O,four,,,,,
O,(,,,,,
O,4,,,,,
O,),,,,,
O,million,,,,,
O,/,,,,,
O,3,,,,,
O,year,,,,,
O,expiry,,,,,
O,/,,,,,
O,5,,,,,
O,cents,,,,,
O,exercise,,,,,
O,price,,,,,
O,;,,,,,
O,consolidated,,,,,
O,entity,,,,,
O,and,,,,,
O,the,,,,,
O,expected,,,,,
O,results,,,,,
O,of,,,,,
O,operations,,,,,
O,have,,,,,
O,not,,,,,
O,ii.,,,,,
O,four,,,,,
O,(,,,,,
O,4,,,,,
O,),,,,,
O,million,,,,,
O,/,,,,,
O,3,,,,,
O,year,,,,,
O,expiry,,,,,
O,/,,,,,
O,6,,,,,
O,cents,,,,,
O,exercise,,,,,
O,price,,,,,
O,;,,,,,
O,been,,,,,
O,included,,,,,
O,in,,,,,
O,this,,,,,
O,report,,,,,
O,because,,,,,
O,the,,,,,
O,directors,,,,,
O,believe,,,,,
O,it,,,,,
O,would,,,,,
O,iii.,,,,,
O,four,,,,,
O,(,,,,,
O,4,,,,,
O,),,,,,
O,million,,,,,
O,/,,,,,
O,3,,,,,
O,year,,,,,
O,expiry,,,,,
O,/,,,,,
O,7,,,,,
O,cents,,,,,
O,exercise,,,,,
O,price,,,,,
O,",",,,,,
O,and,,,,,
O,be,,,,,
O,likely,,,,,
O,to,,,,,
O,result,,,,,
O,in,,,,,
O,unreasonable,,,,,
O,prejudice,,,,,
O,to,,,,,
O,the,,,,,
O,consolidated,,,,,
O,entity.,,,,,
O,iv.,,,,,
O,four,,,,,
O,(,,,,,
O,4,,,,,
O,),,,,,
O,million,,,,,
O,/,,,,,
O,3,,,,,
O,year,,,,,
O,expiry,,,,,
O,/,,,,,
O,8,,,,,
O,cents,,,,,
O,exercise,,,,,
O,price,,,,,
O,Environmental,,,,,
O,regulation,,,,,
O,The,,,,,
O,first,,,,,
O,tranche,,,,,
O,vested,,,,,
O,on,,,,,
O,1,,,,,
O,September,,,,,
O,2016,,,,,
O,and,,,,,
O,the,,,,,
O,second,,,,,
O,",",,,,,
O,third,,,,,
O,and,,,,,
O,fourth,,,,,
O,tranches,,,,,
O,will,,,,,
O,vest,,,,,
O,at,,,,,
O,the,,,,,
O,successive,,,,,
O,12,,,,,
O,month,,,,,
O,Exploration,,,,,
O,activities,,,,,
O,at,,,,,
O,the,,,,,
O,Company,,,,,
O,’,,,,,
O,s,,,,,
O,projects,,,,,
O,in,,,,,
O,New,,,,,
O,South,,,,,
O,anniversaries,,,,,
O,thereafter.,,,,,
O,Wales,,,,,
O,and,,,,,
O,WA,,,,,
O,are,,,,,
O,conducted,,,,,
O,in,,,,,
O,accordance,,,,,
O,with,,,,,
O,relevant,,,,,
O,guidelines,,,,,
O,appropriate,,,,,
O,to,,,,,
O,those,,,,,
O,jurisdictions.,,,,,
O,On,,,,,
O,16,,,,,
O,September,,,,,
O,2016,,,,,
O,the,,,,,
O,Company,,,,,
O,announced,,,,,
O,that,,,,,
O,it,,,,,
O,intends,,,,,
O,to,,,,,
O,make,,,,,
O,a,,,,,
O,return,,,,,
O,of,,,,,
O,capital,,,,,
O,of,,,,,
O,2,,,,,
O,cents,,,,,
O,for,,,,,
O,each,,,,,
O,Share,,,,,
O,held,,,,,
O,on,,,,,
O,the,,,,,
O,Occupational,,,,,
O,Health,,,,,
O,&,,,,,
O,Safety,,,,,
O,relevant,,,,,
O,Record,,,,,
O,Date,,,,,
O,(,,,,,
O,anticipated,,,,,
O,to,,,,,
O,be,,,,,
O,23,,,,,
O,November,,,,,
O,2016,,,,,
O,),,,,,
O,",",,,,,
O,The,,,,,
O,Company,,,,,
O,has,,,,,
O,in,,,,,
O,place,,,,,
O,policies,,,,,
O,to,,,,,
O,cover,,,,,
O,Induction,,,,,
O,of,,,,,
O,New,,,,,
O,subject,,,,,
O,to,,,,,
O,(,,,,,
O,a,,,,,
O,),,,,,
O,a,,,,,
O,further,,,,,
O,Class,,,,,
O,Ruling,,,,,
O,by,,,,,
O,the,,,,,
O,Australian,,,,,
O,Taxation,,,,,
O,Office,,,,,
O,Employees,,,,,
O,",",,,,,
O,Duty,,,,,
O,of,,,,,
O,Care,,,,,
O,",",,,,,
O,Safety,,,,,
O,",",,,,,
O,Environment,,,,,
O,",",,,,,
O,Return,,,,,
O,to,,,,,
O,Work,,,,,
O,",",,,,,
O,(,,,,,
O,ATO,,,,,
O,),,,,,
O,confirming,,,,,
O,that,,,,,
O,the,,,,,
O,full,,,,,
O,amount,,,,,
O,of,,,,,
O,the,,,,,
O,proposed,,,,,
O,distribution,,,,,
O,Harassment,,,,,
O,",",,,,,
O,Fitness,,,,,
O,for,,,,,
O,Work,,,,,
O,and,,,,,
O,Privacy,,,,,
O,",",,,,,
O,and,,,,,
O,to,,,,,
O,ensure,,,,,
O,Quality,,,,,
O,represents,,,,,
O,a,,,,,
O,Capital,,,,,
O,Return,,,,,
O,",",,,,,
O,with,,,,,
O,no,,,,,
O,portion,,,,,
O,deemed,,,,,
O,to,,,,,
O,be,,,,,
O,a,,,,,
O,Assurance,,,,,
O,and,,,,,
O,Control,,,,,
O,of,,,,,
O,its,,,,,
O,operations.,,,,,
O,The,,,,,
O,Company,,,,,
O,is,,,,,
O,dividend,,,,,
O,from,,,,,
O,profits,,,,,
O,and,,,,,
O,(,,,,,
O,b,,,,,
O,),,,,,
O,approval,,,,,
O,by,,,,,
O,shareholders,,,,,
O,at,,,,,
O,the,,,,,
O,Annual,,,,,
O,committed,,,,,
O,to,,,,,
O,providing,,,,,
O,a,,,,,
O,safe,,,,,
O,working,,,,,
O,environment,,,,,
O,for,,,,,
O,employees,,,,,
O,",",,,,,
O,General,,,,,
O,Meeting,,,,,
O,to,,,,,
O,be,,,,,
O,held,,,,,
O,on,,,,,
O,18,,,,,
O,November,,,,,
O,2016.,,,,,
O,The,,,,,
O,purpose,,,,,
O,contractors,,,,,
O,and,,,,,
O,others,,,,,
O,who,,,,,
O,may,,,,,
O,be,,,,,
O,affected,,,,,
O,directly,,,,,
O,or,,,,,
O,indirectly,,,,,
O,by,,,,,
O,of,,,,,
O,the,,,,,
O,proposed,,,,,
O,Capital,,,,,
O,Return,,,,,
O,(,,,,,
O,of,,,,,
O,approximately,,,,,
O,$8,,,,,
O,",",,,,,
O,343,,,,,
O,",",,,,,
O,475,,,,,
O,),,,,,
O,is,,,,,
O,to,,,,,
O,its,,,,,
O,activities,,,,,
O,",",,,,,
O,protection,,,,,
O,of,,,,,
O,the,,,,,
O,environment,,,,,
O,and,,,,,
O,respect,,,,,
O,for,,,,,
O,the,,,,,
O,indigenous,,,,,
O,cultures,,,,,
O,and,,,,,
O,communities,,,,,
O,in,,,,,
O,which,,,,,
O,it,,,,,
O,operates.,,,,,
O,8,,,,,
O,ALLIANCE,,,,,
O,RESOURCES,,,,,
O,LIMITEDDirectors',,,,,
O,report,,,,,
O,Information,,,,,
O,on,,,,,
O,directors,,,,,
O,Name,,,,,
O,:,,,,,
O,Ian,,,,,
O,Jeffrey,,,,,
O,Gandel,,,,,
O,(,,,,,
O,Appointed,,,,,
O,a,,,,,
O,director,,,,,
O,on,,,,,
O,15,,,,,
O,October,,,,,
O,2003,,,,,
O,),,,,,
O,Title,,,,,
O,:,,,,,
O,Non-Independent,,,,,
O,Non-Executive,,,,,
O,Chairman,,,,,
O,(,,,,,
O,Appointed,,,,,
O,on,,,,,
O,23,,,,,
O,June,,,,,
O,2016,,,,,
O,),,,,,
O,Qualifications,,,,,
O,:,,,,,
O,LLB,,,,,
O,",",,,,,
O,BEc,,,,,
O,",",,,,,
O,FCPA,,,,,
O,",",,,,,
O,FAICD,,,,,
O,Experience,,,,,
O,and,,,,,
O,expertise,,,,,
O,:,,,,,
O,Ian,,,,,
O,Gandel,,,,,
O,is,,,,,
O,a,,,,,
O,mining,,,,,
O,entrepreneur,,,,,
O,with,,,,,
O,extensive,,,,,
O,experience,,,,,
O,in,,,,,
O,retail,,,,,
O,and,,,,,
O,retail,,,,,
O,property,,,,,
O,management,,,,,
O,including,,,,,
O,Gandel,,,,,
O,Shopping,,,,,
O,Centres,,,,,
O,",",,,,,
O,Priceline,,,,,
O,Retail,,,,,
O,Chain,,,,,
O,and,,,,,
O,the,,,,,
O,Corporate,,,,,
O,Executive,,,,,
O,Offices,,,,,
O,serviced,,,,,
O,office,,,,,
O,chain.,,,,,
O,Ian,,,,,
O,is,,,,,
O,a,,,,,
O,former,,,,,
O,Director,,,,,
O,of,,,,,
O,Gandel,,,,,
O,Retail,,,,,
O,Trust.,,,,,
O,Ian,,,,,
O,has,,,,,
O,been,,,,,
O,an,,,,,
O,investor,,,,,
O,in,,,,,
O,the,,,,,
O,mining,,,,,
O,industry,,,,,
O,since,,,,,
O,1994,,,,,
O,",",,,,,
O,is,,,,,
O,a,,,,,
O,substantial,,,,,
O,shareholder,,,,,
O,of,,,,,
O,a,,,,,
O,number,,,,,
O,of,,,,,
O,publicly,,,,,
O,listed,,,,,
O,Australian,,,,,
O,companies,,,,,
O,and,,,,,
O,is,,,,,
O,also,,,,,
O,involved,,,,,
O,in,,,,,
O,privately-funded,,,,,
O,exploration,,,,,
O,in,,,,,
O,Victoria,,,,,
O,",",,,,,
O,New,,,,,
O,South,,,,,
O,Wales,,,,,
O,and,,,,,
O,Western,,,,,
O,Australia.,,,,,
O,Other,,,,,
O,current,,,,,
O,directorships,,,,,
O,:,,,,,
O,Ian,,,,,
O,is,,,,,
O,also,,,,,
O,a,,,,,
O,non-executive,,,,,
O,director,,,,,
O,of,,,,,
O,Alkane,,,,,
O,Resources,,,,,
O,Ltd,,,,,
O,(,,,,,
O,appointed,,,,,
O,on,,,,,
O,24,,,,,
O,July,,,,,
O,2006,,,,,
O,),,,,,
O,.,,,,,
O,Former,,,,,
O,directorships,,,,,
O,(,,,,,
O,last,,,,,
O,3,,,,,
O,years,,,,,
O,),,,,,
O,:,,,,,
O,Gippsland,,,,,
O,Ltd,,,,,
O,(,,,,,
O,Non-executive,,,,,
O,Chairman,,,,,
O,from,,,,,
O,24,,,,,
O,June,,,,,
O,2009,,,,,
O,to,,,,,
O,14,,,,,
O,April,,,,,
O,2015,,,,,
O,),,,,,
O,and,,,,,
O,Octagonal,,,,,
O,Resources,,,,,
O,Ltd,,,,,
O,(,,,,,
O,Non-executive,,,,,
O,Chairman,,,,,
O,from,,,,,
O,10,,,,,
O,November,,,,,
O,2010,,,,,
O,to,,,,,
O,22,,,,,
O,February,,,,,
O,2016,,,,,
O,),,,,,
O,.,,,,,
O,Special,,,,,
O,responsibilities,,,,,
O,:,,,,,
O,Ian,,,,,
O,is,,,,,
O,a,,,,,
O,member,,,,,
O,of,,,,,
O,the,,,,,
O,Nominations,,,,,
O,",",,,,,
O,Remuneration,,,,,
O,and,,,,,
O,Audit,,,,,
O,&,,,,,
O,Risk,,,,,
O,Committees,,,,,
O,(,,,,,
O,appointed,,,,,
O,5,,,,,
O,August,,,,,
O,2010,,,,,
O,),,,,,
O,.,,,,,
O,Interests,,,,,
O,in,,,,,
O,shares,,,,,
O,:,,,,,
O,119,,,,,
O,",",,,,,
O,829,,,,,
O,",",,,,,
O,750,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,103,,,,,
O,",",,,,,
O,852,,,,,
O,",",,,,,
O,450,,,,,
O,),,,,,
O,Interests,,,,,
O,in,,,,,
O,options,,,,,
O,:,,,,,
O,Nil,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,15,,,,,
O,",",,,,,
O,977,,,,,
O,",",,,,,
O,300,,,,,
O,),,,,,
O,Name,,,,,
O,:,,,,,
O,Anthony,,,,,
O,(,,,,,
O,Tony,,,,,
O,),,,,,
O,Dean,,,,,
O,Lethlean,,,,,
O,(,,,,,
O,Appointed,,,,,
O,on,,,,,
O,15,,,,,
O,October,,,,,
O,2003,,,,,
O,),,,,,
O,Title,,,,,
O,:,,,,,
O,Independent,,,,,
O,Non-Executive,,,,,
O,Director,,,,,
O,Qualifications,,,,,
O,:,,,,,
O,BAppSc,,,,,
O,(,,,,,
O,Geology,,,,,
O,),,,,,
O,Experience,,,,,
O,and,,,,,
O,expertise,,,,,
O,:,,,,,
O,Tony,,,,,
O,Lethlean,,,,,
O,is,,,,,
O,a,,,,,
O,geologist,,,,,
O,with,,,,,
O,over,,,,,
O,10,,,,,
O,years,,,,,
O,mining,,,,,
O,experience,,,,,
O,specialising,,,,,
O,in,,,,,
O,underground,,,,,
O,operations,,,,,
O,",",,,,,
O,including,,,,,
O,Kalgoorlie's,,,,,
O,Golden,,,,,
O,Mile,,,,,
O,(,,,,,
O,WMC,,,,,
O,&,,,,,
O,KCGM,,,,,
O,),,,,,
O,and,,,,,
O,Bellevue,,,,,
O,(,,,,,
O,Plutonic,,,,,
O,",",,,,,
O,now,,,,,
O,Barrick,,,,,
O,Gold,,,,,
O,Corporation,,,,,
O,),,,,,
O,.,,,,,
O,For,,,,,
O,over,,,,,
O,16,,,,,
O,years,,,,,
O,he,,,,,
O,has,,,,,
O,been,,,,,
O,in,,,,,
O,banking,,,,,
O,and,,,,,
O,stock,,,,,
O,broking,,,,,
O,",",,,,,
O,including,,,,,
O,the,,,,,
O,global,,,,,
O,mining,,,,,
O,group,,,,,
O,at,,,,,
O,CIBC,,,,,
O,World,,,,,
O,Markets.,,,,,
O,Other,,,,,
O,current,,,,,
O,directorships,,,,,
O,:,,,,,
O,Tony,,,,,
O,is,,,,,
O,also,,,,,
O,a,,,,,
O,non-executive,,,,,
O,director,,,,,
O,of,,,,,
O,Alkane,,,,,
O,Resources,,,,,
O,Ltd,,,,,
O,(,,,,,
O,appointed,,,,,
O,30,,,,,
O,May,,,,,
O,2002,,,,,
O,),,,,,
O,and,,,,,
O,unlisted,,,,,
O,TIN,,,,,
O,International,,,,,
O,Ltd,,,,,
O,(,,,,,
O,appointed,,,,,
O,12,,,,,
O,September,,,,,
O,2011,,,,,
O,),,,,,
O,.,,,,,
O,Former,,,,,
O,directorships,,,,,
O,(,,,,,
O,last,,,,,
O,3,,,,,
O,years,,,,,
O,),,,,,
O,:,,,,,
O,N/A,,,,,
O,Special,,,,,
O,responsibilities,,,,,
O,:,,,,,
O,Tony,,,,,
O,is,,,,,
O,the,,,,,
O,chairman,,,,,
O,of,,,,,
O,the,,,,,
O,Nominations,,,,,
O,",",,,,,
O,Remuneration,,,,,
O,and,,,,,
O,Audit,,,,,
O,&,,,,,
O,Risk,,,,,
O,Committees,,,,,
O,(,,,,,
O,appointed,,,,,
O,5,,,,,
O,August,,,,,
O,2010,,,,,
O,),,,,,
O,.,,,,,
O,Interests,,,,,
O,in,,,,,
O,shares,,,,,
O,:,,,,,
O,1,,,,,
O,",",,,,,
O,950,,,,,
O,",",,,,,
O,001,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,1,,,,,
O,",",,,,,
O,650,,,,,
O,",",,,,,
O,000,,,,,
O,),,,,,
O,Interests,,,,,
O,in,,,,,
O,options,,,,,
O,:,,,,,
O,Nil,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
O,300,,,,,
O,",",,,,,
O,001,,,,,
O,),,,,,
O,ANNUAL,,,,,
O,REPORT,,,,,
O,2016,,,,,
O,9Directors',,,,,
O,report,,,,,
O,Name,,,,,
O,:,,,,,
O,Stephen,,,,,
O,(,,,,,
O,Steve,,,,,
O,),,,,,
O,Frederick,,,,,
O,Johnston,,,,,
O,(,,,,,
O,Appointed,,,,,
O,19,,,,,
O,October,,,,,
O,2011,,,,,
O,),,,,,
O,Title,,,,,
O,:,,,,,
O,Managing,,,,,
O,Director,,,,,
O,Qualifications,,,,,
O,:,,,,,
O,BAppSc,,,,,
O,(,,,,,
O,App.,,,,,
O,Geol.,,,,,
O,),,,,,
O,",",,,,,
O,MAusIMM,,,,,
O,",",,,,,
O,SEG,,,,,
O,Experience,,,,,
O,and,,,,,
O,expertise,,,,,
O,:,,,,,
O,Steve,,,,,
O,Johnston,,,,,
O,is,,,,,
O,a,,,,,
O,geologist,,,,,
O,with,,,,,
O,more,,,,,
O,than,,,,,
O,30,,,,,
O,years,,,,,
O,exploration,,,,,
O,and,,,,,
O,mining,,,,,
O,experience,,,,,
O,within,,,,,
O,Australia,,,,,
O,for,,,,,
O,commodities,,,,,
O,including,,,,,
O,gold,,,,,
O,",",,,,,
O,base,,,,,
O,metals,,,,,
O,and,,,,,
O,uranium.,,,,,
O,He,,,,,
O,has,,,,,
O,been,,,,,
O,employed,,,,,
O,by,,,,,
O,Alliance,,,,,
O,since,,,,,
O,2003,,,,,
O,in,,,,,
O,varying,,,,,
O,capacities,,,,,
O,including,,,,,
O,as,,,,,
O,General,,,,,
O,Manager,,,,,
O,and,,,,,
O,Chief,,,,,
O,Executive,,,,,
O,Officer.,,,,,
O,Prior,,,,,
O,to,,,,,
O,joining,,,,,
O,Alliance,,,,,
O,",",,,,,
O,Steve,,,,,
O,held,,,,,
O,executive,,,,,
O,roles,,,,,
O,with,,,,,
O,ASX,,,,,
O,listed,,,,,
O,Croesus,,,,,
O,Mining,,,,,
O,NL,,,,,
O,then,,,,,
O,Exco,,,,,
O,Resources,,,,,
O,NL,,,,,
O,between,,,,,
O,1993,,,,,
O,to,,,,,
O,2001.,,,,,
O,Steve,,,,,
O,is,,,,,
O,a,,,,,
O,Corporate,,,,,
O,Member,,,,,
O,of,,,,,
O,the,,,,,
O,Australasian,,,,,
O,Institute,,,,,
O,of,,,,,
O,Mining,,,,,
O,and,,,,,
O,Metallurgy,,,,,
O,and,,,,,
O,a,,,,,
O,Member,,,,,
O,of,,,,,
O,the,,,,,
O,Society,,,,,
O,of,,,,,
O,Economic,,,,,
O,Geologists,,,,,
O,Inc.,,,,,
O,Other,,,,,
O,current,,,,,
O,directorships,,,,,
O,:,,,,,
O,N/A,,,,,
O,Former,,,,,
O,directorships,,,,,
O,(,,,,,
O,last,,,,,
O,3,,,,,
O,years,,,,,
O,),,,,,
O,:,,,,,
O,N/A,,,,,
O,Special,,,,,
O,responsibilities,,,,,
O,:,,,,,
O,N/A,,,,,
O,Interests,,,,,
O,in,,,,,
O,shares,,,,,
O,:,,,,,
O,5,,,,,
O,",",,,,,
O,647,,,,,
O,",",,,,,
O,113,,,,,
O,(,,,,,
O,2015,,,,,
O,:,,,,,
